"","V1","V2","V3","V4","V5"
"1",0.0839903022218547,0.0603172484797012,0.0392030653363993,NA,NA
"2",-0.0337763919838276,-0.00768478899463476,-0.00279441496334593,-0.00168853128593754,0.00921496443957903
"3",0.110066866894105,0.060758649056849,0.0088261061867082,-0.175626229927305,-0.0629100436279707
"4",0.158463652819,0.0859701271235074,0.0227337536174976,-0.324174464742573,-0.119932757469801
"5",0.0909599710417637,0.0597265902543453,0.0438402287135644,NA,NA
"6",-0.0200455883137987,-0.00477880971384459,0.00052818686067202,-0.000387116596241632,0.000881749405595406
"7",0.125346511679326,0.0592346815216678,0.0118438457328078,-0.173482742766802,-0.0681624463462288
"8",0.176170223779376,0.0832490663261498,0.0262639096183832,-0.325010364297628,-0.122679141517168
"9",-0.0264578280261123,-0.00857217633372742,0.00121221151495365,-0.00129950790766065,0.00940763869431804
"10",-0.0191800980233459,-0.00536882742952183,-8.59415179613743e-05,-0.000730708485318421,0.00128269284018151
"11",-0.0185182983591154,-0.00700464301144454,7.63845423159548e-05,-0.00485919117126471,0.00393170262398593
"12",-0.0173967870700156,-0.00769578550248751,0.000807968843278217,-0.0117211153348611,0.00696946536381268
"13",-0.0270884620958149,-0.00836817662878464,0.00186032169766115,-0.00125469627427544,0.00942342007204211
"14",-0.0200331034176982,-0.00478902026227468,0.000524253643152395,-0.000389523332557873,0.000880433694081029
"15",-0.0190590466426026,-0.00664828265985618,0.000698517096747675,-0.00501485822389264,0.00376747549577414
"16",-0.0175786626329693,-0.00741443084687687,0.00149886062910376,-0.0126222496359529,0.00699092068282831
