"","beta.(Intercept)","beta.x1","beta.x2","beta.x3","beta.x1:x3"
"1",-0.0241172461538939,0.0597663379919221,0.0795659891821799,NA,NA
"2",0.00969866208497127,-0.0076145996050286,-0.00567150524675082,-0.0034433088990193,0.0485595957905411
"3",-0.0316049550013679,0.0602037070156853,0.0179133407897153,-0.358142822372477,-0.331513627618418
"4",-0.0455017641368433,0.0851849148357821,0.0461401061085061,-0.661067300664874,-0.632003114386906
"5",-0.023954358069132,0.0640466918895516,0.0925804515666767,NA,NA
"6",0.00934307474831545,0.00332457919651392,0.00530095785548992,0.00995480321560866,-0.0210655726088774
"7",-0.0329384316873687,0.0648712664860203,0.0281095109548459,-0.350676450342964,-0.366185094223023
"8",-0.0474704771935772,0.0883004285341048,0.0570191414580855,-0.660993210997653,-0.647471233872002
"9",0.00889872546310467,-0.0053494139701485,0.00309395243010819,-0.00317271563978287,0.0506389898440769
"10",0.00776543641712847,-0.000273819904812664,0.00100581927823684,0.00519614639507158,-0.00906987336096907
"11",0.00735447983145217,-0.00283332533971669,0.00115460730210866,-0.00591055032165038,0.0161990107422168
"12",0.00692281664180059,-0.00404344525433534,0.00236602935447565,-0.0198390070899932,0.0362927462939728
"13",0.00992188982153927,-0.0035835986494995,0.00738576342820262,-0.00309826583930995,0.0515272601436676
"14",0.00932176892261958,0.00328310957163426,0.0052787862700533,0.00981435879427526,-0.021010691170832
"15",0.00854182625158426,-0.000267740327329968,0.00545333174302437,-0.0055497413818498,0.011906966732474
"16",0.00772414627107177,-0.00187070117258029,0.0070206217966632,-0.024627353171669,0.0370337221506817
