"","V1","V2","V3","V4","V5"
"1",0.0839903022218547,0.0603172484797012,0.0392030653363993,NA,NA
"2",-0.0337763919838276,-0.00768478899463476,-0.00279441496334593,-0.00168853128593754,0.00921496443957903
"3",0.110066866894105,0.060758649056849,0.0088261061867082,-0.175626229927305,-0.0629100436279707
"4",0.158463652819,0.0859701271235074,0.0227337536174976,-0.324174464742573,-0.119932757469801
"5",0.0800898977906948,0.0640832872361525,0.0467269906880154,NA,NA
"6",-0.0419793065098095,-0.00309360492906241,0.00496475822077352,0.00177958446788562,0.0130286417705862
"7",0.104057812479527,0.0647288514188513,0.0163247725844018,-0.172466192757724,-0.0573729071403558
"8",0.154560945087889,0.0907427856438332,0.0300365405800991,-0.321024041495512,-0.115216120598545
"9",-0.0289244700221714,-0.00776295642387459,0.00016299823673066,-0.00187455002325304,0.00977354824986798
"10",-0.0259246128281516,-0.00742385860862482,-0.000247174897379854,-0.000989836327927374,0.00843234649635691
"11",-0.0257422093089348,-0.00866068476624937,-0.000157713658655745,-0.00244022895958418,0.0103712711251964
"12",-0.0248483340936114,-0.00886530922335771,0.000143546711891707,-0.00615629233323783,0.0115014899548308
"13",-0.0377556721564734,-0.00446472145384358,0.00482151301751638,-0.00194845604049776,0.0103237052397584
"14",-0.0416321650931519,-0.00317426358693806,0.00493990363215341,0.00178423689720414,0.0127925466212098
"15",-0.0390909920980009,-0.00582339155373868,0.00508337720464702,-0.00146272855248408,0.0157419110174288
"16",-0.0344779502921271,-0.0064002589446992,0.00564493313790615,-0.00941241766085532,0.0166296334786465
